npi,pagerank,indegree,outdegree,community_id,doctor_self_pats,total_pats_in_community,total_doctors_in_community,total_links_in_community
5490035165,6.713917627880996e-05,1.0,1.0,2,2,583,89,361
5492381497,5.4835346227487394e-05,0.0,1.0,6,2,530,36,46
5011052398,8.818887972319e-05,1.0,0.0,18,2,294,46,70
5499570633,5.4835346227487394e-05,0.0,1.0,46,2,150,44,159
5506474238,5.4835346227487394e-05,0.0,2.0,7,2,549,135,263
5513007713,5.4835346227487394e-05,0.0,1.0,1,2,279,73,120
5524270807,5.4835346227487394e-05,0.0,1.0,311,2,2,2,1
6801886039,0.00010158597751938291,1.0,0.0,311,2,2,2,1
5524744268,5.4835346227487394e-05,0.0,1.0,9,6,221,26,43
5528305422,5.4835346227487394e-05,0.0,1.0,164,3,29,10,14
9496236796,0.00014320828889162132,2.0,3.0,164,5,29,10,14
5532633036,5.4835346227487394e-05,0.0,5.0,59,3,75,43,123
5534667417,5.4835346227487394e-05,0.0,1.0,72,2,944,78,86
2657782194,8.114065118650415e-05,1.0,0.0,16,2,283,20,20
3598084283,8.114065118650415e-05,1.0,0.0,16,2,283,20,20
5388802217,8.114065118650415e-05,1.0,0.0,16,3,283,20,20
7893698675,8.114065118650415e-05,1.0,0.0,16,3,283,20,20
8044625002,8.114065118650415e-05,1.0,0.0,16,6,283,20,20
8109244214,8.114065118650415e-05,1.0,0.0,16,3,283,20,20
8220364673,8.114065118650415e-05,1.0,0.0,16,2,283,20,20
8221051007,8.114065118650415e-05,1.0,1.0,16,8,283,20,20
6249908216,7.275497096821923e-05,1.0,0.0,2,2,583,89,361
5560334550,5.4835346227487394e-05,0.0,2.0,94,2,345,69,188
5569587664,5.4835346227487394e-05,0.0,1.0,12,3,90,49,208
5571265614,5.4835346227487394e-05,0.0,4.0,80,4,50,15,18
5993086977,6.652300405046127e-05,1.0,3.0,80,10,50,15,18
9598896926,6.652300405046127e-05,1.0,1.0,80,7,50,15,18
9613043204,0.00012325185319211164,2.0,0.0,80,2,50,15,18
5576225973,5.4835346227487394e-05,0.0,2.0,50,2,183,49,207
5585618147,5.4835346227487394e-05,0.0,3.0,22,2,500,61,114
5586589582,5.4835346227487394e-05,0.0,1.0,72,6,944,78,86
5592528011,5.4835346227487394e-05,0.0,1.0,160,2,121,23,27
9112417361,0.00011899899687661423,2.0,1.0,110,5,212,26,36
5603173056,5.4835346227487394e-05,0.0,1.0,103,2,156,42,57
5603666228,5.4835346227487394e-05,0.0,1.0,32,2,319,62,149
2483834267,0.00019211489019455675,3.0,0.0,32,3,319,62,149
6459015349,6.554650151676557e-05,1.0,3.0,42,3,81,55,159
6641338731,6.554650151676557e-05,1.0,0.0,42,2,81,55,159
5610612884,5.4835346227487394e-05,0.0,2.0,27,2,333,60,127
5611069591,5.4835346227487394e-05,0.0,1.0,78,3,549,129,309
5616361906,5.4835346227487394e-05,0.0,2.0,134,4,35,13,18
6930655109,0.00012439960151233086,2.0,0.0,134,5,35,13,18
5618316366,5.4835346227487394e-05,0.0,1.0,14,2,382,100,300
5623148347,0.00015575556421692607,1.0,8.0,7,3,549,135,263
